Name,Team,Nat,Age,Pos,Height,Weight,Apps(Subs),Mins,Goals,Assists,Yel,Red,SpG,PS%,AerWon,MoM,Tackles,Inter,Fouls,OffW,Clear,DrbPast,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsT,AvgP,Crosses,LongB,ThrB,Rat,Season
Fernando,MCFC,br,33,DMC,183,76,17(7),1713,2,-,4,-,0.6,89,1.6,-,2.5,1.8,1.1,0.1,1.5,1.6,0.2,-,0.3,0.7,0.4,-,0.4,0.4,38.1,-,2,-,6.95,2015_2016
Eliaquim Mangala,MCFC,fr,29,D(C),188,84,23,2011,-,-,8,-,0.3,87.4,1.8,-,1.4,2.9,1.6,0.6,5.2,0.7,0.3,1,-,0.2,0.3,-,0.3,0.3,43.6,-,1.8,-,6.90,2015_2016
Jesús Navas,MCFC,es,34,"D(R),M(R)",172,60,24(10),2282,-,7,1,-,0.9,83.4,0.3,-,0.9,0.6,0.5,-,0.3,0.6,-,-,1.6,1.4,0.7,0.1,1.3,1,37.3,1,1.2,0.1,6.86,2015_2016
Bersant Celina,MCFC,xk,24,"AM(CLR),FW",177,60,0(1),13,-,1,-,-,-,100,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,12,2,-,-,6.78,2015_2016
Raheem Sterling,MCFC,eng,25,"M(CLR),FW",170,69,23(8),1928,6,2,1,-,1.7,85.3,0.3,-,1.1,0.5,0.8,-,0.1,0.7,-,-,1.1,1.3,1.7,0.2,2.1,1.2,27.3,0.2,0.3,0.1,6.78,2015_2016
Willy Caballero,MCFC,ar,39,GK,186,81,3(1),310,-,-,-,-,-,52.9,-,-,-,-,-,-,0.5,0.3,-,-,-,-,-,-,-,-,21.3,-,5.5,-,6.76,2015_2016
Fabian Delph,MCFC,eng,30,"D(L),M(CL)",174,60,8(9),756,2,-,-,-,0.8,85.7,0.4,1,1.5,1.3,0.4,-,0.5,0.8,0.1,-,0.1,1.4,0.5,-,1,0.6,28.4,0.1,0.6,0.1,6.75,2015_2016
Joe Hart,MCFC,eng,33,GK,196,91,35,3110,-,-,-,-,-,52.6,0.3,-,-,-,-,-,1.2,-,-,-,0.1,-,0.1,-,-,-,20.6,-,5.1,-,6.70,2015_2016
Samir Nasri,MCFC,fr,33,M(CLR),175,75,4(8),536,2,2,3,-,1.2,93.5,-,-,0.9,0.2,0.3,-,-,0.6,-,-,0.8,0.5,0.4,0.1,1.1,0.4,34.7,0.6,1,0.2,6.68,2015_2016
Martín Demichelis,MCFC,ar,39,D(C),184,80,10(10),1016,-,-,3,-,0.3,86.4,1.8,-,1,1.8,0.6,0.5,3.8,1.1,0.2,-,0.2,0.3,0.5,-,-,0.2,27.6,-,1.2,-,6.64,2015_2016
Wilfried Bony,MCFC,ci,31,FW,182,88,13(13),1224,4,3,1,-,2.3,77.7,1.8,1,0.3,0.1,0.7,-,0.3,0.3,-,-,0.5,0.4,0.8,0.3,1.3,1,15.7,-,0.2,0.1,6.62,2015_2016
Kelechi Iheanacho,MCFC,ng,24,"AM(C),FW",185,82,7(19),753,8,1,1,-,1.1,76.9,0.5,1,0.5,0.1,0.7,-,0.2,0.2,-,-,0.5,0.5,0.2,0.1,1.5,1,13.3,-,0.2,-,6.56,2015_2016
Manu García,MCFC,es,22,M(CL),169,65,0(1),10,-,-,-,-,-,100,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,18,-,1,-,6.12,2015_2016
Patrick Roberts,MCFC,eng,23,AM(CR),168,58,0(1),4,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,3,-,-,-,6.01,2015_2016
Bruno Fernandes,MUFC,pt,26,M(CLR),179,69,14,1223,8,7,2,-,3.1,75.7,0.2,3,1.6,0.8,0.6,-,1,2.4,-,-,2.1,1.1,1,0.1,0.9,2.1,55.5,1,3.3,0.3,7.73,2019_2020
Marcus Rashford,MUFC,eng,23,"AM(CLR),FW",180,70,31,2655,17,7,3,-,3.1,77.3,0.7,7,0.4,0.3,0.7,-,0.5,0.5,-,-,1.1,1.9,1.5,0.4,1.1,2.1,30.4,0.3,1.2,0.2,7.35,2019_2020
Anthony Martial,MUFC,fr,24,"AM(LR),FW",181,76,31(1),2640,17,6,1,-,2.5,80.6,0.6,4,0.5,0.2,0.9,-,0.5,0.5,-,-,0.9,1.6,1.3,0.4,1.9,2.3,22.3,0.1,0.3,0.1,7.31,2019_2020
Aaron Wan-Bissaka,MUFC,eng,22,"D(R),M(R)",183,72,34(1),3102,-,4,8,-,0.2,81.3,0.7,3,3.7,1.9,0.6,0.4,1.7,0.6,0.4,-,0.7,1.5,0.5,-,1.3,1,47.1,0.4,1,-,7.19,2019_2020
Paul Pogba,MUFC,fr,27,M(C),191,84,13(3),1205,1,3,1,-,1.4,85.5,1.8,1,1.3,0.4,1.6,-,0.6,0.5,0.3,-,1.9,1.7,1.1,0.1,2,1.2,64.6,0.1,5.9,0.4,7.18,2019_2020
Harry Maguire,MUFC,eng,27,D(C),194,100,38,3450,1,1,6,-,0.8,86.7,4.6,1,1,1.9,0.9,0.4,4.1,0.4,0.6,-,0.4,0.2,0.6,0.2,0.2,0.3,66.3,-,4.4,-,7.12,2019_2020
Nemanja Matic,MUFC,rs,32,DMC,194,85,18(3),1613,-,2,3,-,0.3,87,1.4,1,2.2,1,1.3,-,1.2,1.1,0.4,-,0.7,1,0.9,-,0.8,0.9,60.2,0.1,2.2,-,7.00,2019_2020
Scott McTominay,MUFC,sct,23,"D(C),DMC",193,88,20(7),1772,4,1,2,-,1.1,80.9,1.6,2,1.6,1.1,1.3,-,1.2,0.6,0.2,-,0.6,1.1,2,-,1.1,1.3,37.4,0.1,2.3,0.1,6.92,2019_2020
Fred,MUFC,br,27,M(C),169,64,23(6),2189,-,-,8,-,1.4,87.5,0.3,-,2.1,1.3,1.4,-,0.9,2.6,0.3,-,1.2,1.4,1.2,-,0.9,1.6,57.5,0.5,3.8,-,6.87,2019_2020
Luke Shaw,MUFC,eng,25,"D(CL),M(L)",185,75,20(4),1764,-,-,7,-,0.5,87.4,1.3,-,1.4,1,1,0.2,2.1,0.6,0.3,-,0.8,0.9,0.4,0.2,0.1,0.6,47.6,0.4,0.5,-,6.85,2019_2020
Ashley Young,MUFC,eng,35,"D(LR),M(LR)",175,65,10(2),954,-,-,5,-,0.3,80.6,1.2,-,1.2,0.9,1.2,0.1,1.8,1,0.2,-,1.6,0.6,1.3,-,0.6,0.8,47.6,1.8,2.3,-,6.76,2019_2020
Mason Greenwood,MUFC,eng,19,"AM(R),FW",181,70,12(19),1313,10,1,-,-,1.3,86.3,0.2,1,0.5,0.2,0.4,-,0.2,0.5,-,-,0.5,0.7,0.3,0.1,0.5,0.8,16,-,0.6,-,6.73,2019_2020
Victor Lindelöf,MUFC,se,26,D(CR),187,80,35,3124,1,-,6,-,0.2,86.5,2.7,-,0.8,0.7,0.6,0.6,3.5,0.1,0.5,1,0.1,0.1,0.2,-,0.1,0.4,59.8,-,2.1,-,6.71,2019_2020
Brandon Williams,MUFC,eng,20,"D(L),M(L)",171,63,11(6),1037,1,-,6,-,0.4,84.6,0.6,1,1.2,0.9,0.8,0.4,0.8,1.2,0.2,-,0.8,0.9,0.9,0.1,0.4,1.3,32.5,0.2,1,0.1,6.71,2019_2020
Daniel James,MUFC,wls,22,"AM(LR),FW",171,76,26(7),2292,3,6,4,-,1.3,78.7,0.2,1,0.6,0.2,0.4,-,0.2,1.2,0.1,-,0.8,0.8,1.7,0.1,0.9,1.4,21.2,0.5,0.4,0.1,6.61,2019_2020
David de Gea,MUFC,es,29,GK,192,76,38,3450,-,-,2,-,-,74.4,0.2,-,-,-,-,-,0.4,-,-,-,-,-,0.2,-,-,-,20.7,-,2.5,-,6.57,2019_2020
Andreas Pereira,MUFC,br,24,M(CLR),178,71,18(7),1490,1,3,3,-,1.5,78.3,0.4,-,1,0.3,1.1,-,0.2,1.2,-,-,1.3,0.8,0.6,0.1,1.6,1.8,28,0.4,1.2,-,6.55,2019_2020
Eric Bailly,MUFC,ci,26,D(CR),187,77,1(3),148,-,-,-,-,-,89.7,2,-,-,1,0.5,0.5,1.8,0.3,0.8,-,-,0.3,-,-,0.3,0.3,19.5,-,1,-,6.44,2019_2020
Phil Jones,MUFC,eng,28,"D(CR),DMC",180,71,2,136,-,-,-,-,1,83.5,6.5,-,1,1,1.5,0.5,4.5,-,-,-,-,0.5,0.5,-,-,1,48.5,-,1.5,-,6.39,2019_2020
Juan Mata,MUFC,es,32,AM(CLR),170,63,8(11),783,-,2,1,-,0.5,87,0.1,-,0.4,-,0.4,-,0.1,0.2,0.1,-,0.9,0.3,0.5,0.2,0.4,0.7,26.8,0.4,1.1,0.1,6.33,2019_2020
Timothy Fosu-Mensah,MUFC,nl,22,D(CR),190,78,2(1),137,-,-,1,-,0.3,84.4,0.3,-,0.3,1.3,1.7,-,0.3,1,-,-,0.7,0.3,-,0.3,-,0.7,21.3,0.3,1,-,6.32,2019_2020
Jesse Lingard,MUFC,eng,27,AM(CLR),175,62,9(13),932,1,-,3,-,1,87.7,0.1,-,0.7,0.1,1.3,-,-,0.6,-,-,0.9,0.6,0.5,-,0.5,1.1,17.8,-,0.2,-,6.30,2019_2020
Diogo Dalot,MUFC,pt,21,"D(LR),M(R)",183,76,1(3),66,-,-,-,-,0.3,74.5,0.8,-,0.8,0.5,0.3,0.3,0.3,0.3,-,-,-,-,-,-,0.5,0.3,12.8,-,0.3,-,6.18,2019_2020
Marcos Rojo,MUFC,ar,30,D(CL),187,85,1(2),122,-,-,1,-,0.3,69.6,0.7,-,1,-,0.7,-,2,0.3,0.3,-,-,-,0.3,-,-,-,15.3,-,-,-,6.13,2019_2020
Odion Ighalo,MUFC,ng,31,"AM(C),FW",181,73,0(11),122,-,-,-,-,0.6,88,-,-,0.2,-,0.1,-,-,0.2,0.1,-,0.2,0.3,0.1,0.1,0.4,0.4,2.3,-,-,-,6.11,2019_2020
Angel Gomes,MUFC,eng,20,Midfielder,161,61,0(2),19,-,-,-,-,-,84.6,-,-,-,-,0.5,-,-,-,-,-,1,-,-,-,-,0.5,6.5,-,1,0.5,6.09,2019_2020
Tahith Chong,MUFC,nl,20,Midfielder,185,75,0(3),34,-,-,-,-,0.3,64.3,-,-,-,-,0.7,-,-,-,-,-,-,0.3,0.3,-,0.3,0.7,4.7,-,-,-,6.02,2019_2020
Axel Tuanzebe,MUFC,eng,22,D(CR),182,75,2(3),187,-,-,-,-,-,88.2,0.6,-,0.4,1,0.6,0.2,0.8,0.2,-,-,-,-,0.6,-,0.4,0.2,27.2,-,0.8,-,6.00,2019_2020
James Garner,MUFC,eng,19,M(C),186,78,0(1),8,-,-,-,-,-,100,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,14,-,1,-,6.00,2019_2020
Paul Pogba,MUFC,fr,27,M(C),191,84,34(1),3012,13,9,6,-,3,82.8,1.7,7,1.3,0.5,1.5,-,1,0.7,0.3,-,1.6,1.7,2,0.1,2.5,2.1,59.1,0.1,4.7,0.2,7.31,2018_2019
Ander Herrera,MUFC,es,31,M(C),182,71,16(6),1405,2,3,4,-,1,87.8,0.2,2,2.5,1.7,1,-,1,1.8,0.3,-,0.7,0.5,0.9,-,0.4,0.6,44.5,-,1.5,0.1,6.96,2018_2019
Marcus Rashford,MUFC,eng,23,"AM(CLR),FW",180,70,26(7),2345,10,6,3,1,2.5,78.1,0.9,3,0.7,0.1,0.8,-,0.7,0.7,-,-,1.2,1.3,1.6,0.5,1.4,2.5,20.2,0.3,0.5,-,6.95,2018_2019
Luke Shaw,MUFC,eng,25,"D(CL),M(L)",185,75,29,2592,1,4,11,-,0.7,83.3,1.7,2,1.9,0.7,1.4,0.1,2.8,0.7,0.4,-,1.1,0.9,0.6,-,0.5,1,57.2,0.5,1.6,0.1,6.91,2018_2019
Anthony Martial,MUFC,fr,24,"AM(LR),FW",181,76,18(9),1624,10,2,2,-,1.4,79.3,0.7,2,0.3,0.1,0.5,-,0.3,0.4,-,-,1.3,1.2,1,0.2,1.2,1.7,26.2,0.1,0.1,0.1,6.90,2018_2019
Ashley Young,MUFC,eng,35,"D(LR),M(LR)",175,65,28(2),2569,2,2,8,1,0.4,77.5,0.8,-,1.7,1.8,1.2,0.3,1.9,0.6,0.3,-,1.3,0.6,1.1,0.1,0.6,0.8,45.9,1.4,3.7,-,6.87,2018_2019
Romelu Lukaku,MUFC,be,27,"AM(R),FW",190,94,22(10),2130,12,-,4,-,1.7,66.3,2.9,2,0.3,0.1,0.6,-,0.6,0.3,-,-,0.7,0.7,0.1,0.7,1.4,1.6,16.7,0.2,0.4,0.1,6.84,2018_2019
Phil Jones,MUFC,eng,28,"D(CR),DMC",180,71,15(3),1264,-,1,1,-,0.3,92.6,2.6,-,1.1,1.3,0.4,0.6,3.4,0.3,0.6,-,0.2,0.2,0.6,-,0.1,0.5,41.9,-,2.2,-,6.81,2018_2019
Chris Smalling,MUFC,eng,30,D(CR),194,81,24,2128,1,-,1,-,0.5,86.2,4.3,1,1.3,1.1,0.9,0.5,4.4,0.3,1,1,0.1,-,0.3,0.1,-,0.3,39.8,-,2.1,-,6.79,2018_2019
Nemanja Matic,MUFC,rs,32,DMC,194,85,28,2441,1,-,6,1,0.4,86.9,2,-,1.8,1.1,1,-,1.9,1,0.6,-,0.5,0.6,0.7,-,1.4,0.9,65.6,0.1,3.9,-,6.76,2018_2019
Juan Mata,MUFC,es,32,AM(CLR),170,63,16(6),1295,3,2,3,-,0.9,86,0.1,-,0.4,0.3,0.5,-,0.2,0.7,-,-,1.4,0.5,0.4,0.4,0.9,0.6,31.8,0.6,2.2,0.1,6.70,2018_2019
Luis Antonio Valencia,MUFC,ec,35,"D(R),M(R)",180,83,5(1),466,-,-,2,-,0.3,84.1,0.5,-,1.3,0.8,1.2,-,1,0.2,-,-,1.2,0.5,0.7,-,0.2,-,45.2,0.8,1.8,-,6.68,2018_2019
Victor Lindelöf,MUFC,se,26,D(CR),187,80,29(1),2602,1,1,1,-,0.3,89.2,2.3,-,1.3,0.8,0.6,0.7,3.9,0.3,0.4,1,0.2,0.3,0.5,-,0.1,0.4,49.7,-,2.1,-,6.68,2018_2019
Marouane Fellaini,MUFC,be,32,M(C),194,85,6(8),748,-,1,1,-,0.5,81.2,3.4,-,1.5,0.3,1.1,0.1,2.4,0.6,0.4,-,0.2,0.1,0.6,0.1,0.6,0.7,30.4,0.1,0.3,-,6.66,2018_2019
Diogo Dalot,MUFC,pt,21,"D(LR),M(R)",183,76,12(4),1015,-,2,3,-,0.9,70.9,1.4,-,1.5,0.6,0.8,0.4,1.9,0.3,0.1,-,1.1,0.7,0.1,0.1,0.3,0.6,26.4,0.9,0.6,-,6.63,2018_2019
Alexis Sánchez,MUFC,cl,31,"M(CLR),FW",169,62,9(11),877,1,3,3,-,0.9,74.6,0.4,-,0.9,0.5,0.7,-,0.1,0.4,-,-,1.1,0.7,0.9,0.4,1.3,1.1,19.1,0.3,1.2,0.1,6.60,2018_2019
Jesse Lingard,MUFC,eng,27,AM(CLR),175,62,19(8),1670,4,2,3,-,1.2,85.7,0.2,1,1.1,0.4,1,-,0.2,0.8,0.1,-,0.6,0.5,0.9,0.3,0.7,1.6,28.2,0.1,0.3,0.1,6.59,2018_2019
Matteo Darmian,MUFC,it,30,"D(CLR),M(LR)",182,70,5(1),444,-,-,-,-,0.2,85.1,0.5,-,2.3,1.2,0.5,0.3,3.2,1.2,-,-,0.3,0.2,0.7,0.2,0.3,0.5,29.2,0.2,1.3,-,6.59,2018_2019
David de Gea,MUFC,es,29,GK,192,76,38,3420,-,-,1,-,-,60,0.1,1,-,-,-,-,0.6,0.1,-,-,-,-,0.1,-,-,-,24.9,-,7.9,-,6.52,2018_2019
Fred,MUFC,br,27,M(C),169,64,13(4),1045,1,1,2,-,1,86.3,0.2,1,1.7,0.9,1.5,0.1,0.5,1.1,0.1,-,0.7,0.6,1.1,0.1,1.1,1.2,45.2,0.3,3.5,0.1,6.49,2018_2019
Scott McTominay,MUFC,sct,23,"D(C),DMC",193,88,9(7),863,2,-,1,-,0.9,83.3,2.1,1,0.6,0.9,0.7,-,1,0.4,0.3,-,0.1,0.1,1,0.1,0.4,0.9,28.1,-,1.1,-,6.48,2018_2019
Mason Greenwood,MUFC,eng,19,"AM(R),FW",181,70,1(2),116,-,-,-,-,2.3,85,-,-,1,-,-,-,0.3,0.3,-,-,1,1,0.3,0.7,1,1,20,-,-,-,6.44,2018_2019
Eric Bailly,MUFC,ci,26,D(CR),187,77,8(4),639,-,-,-,1,0.3,87.1,1.1,-,1.3,1.1,0.4,0.3,3.1,0.2,0.3,-,-,0.3,0.4,-,0.1,0.4,25.2,-,1.6,-,6.37,2018_2019
Andreas Pereira,MUFC,br,24,M(CLR),178,71,6(9),597,1,1,5,-,0.5,82.4,0.2,-,0.5,0.7,0.8,-,0.5,0.7,0.1,-,0.6,0.5,0.3,0.1,0.9,0.6,23.5,0.2,0.8,-,6.26,2018_2019
Marcos Rojo,MUFC,ar,30,D(CL),187,85,2(3),211,-,-,2,-,1.2,72.6,0.6,-,1,1.2,0.6,0.6,1.8,1,0.4,1,-,0.2,0.2,-,-,0.2,24.8,-,1.6,-,6.15,2018_2019
Angel Gomes,MUFC,eng,20,Midfielder,161,61,0(2),25,-,-,-,-,1,95.2,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,0.5,-,10.5,-,0.5,-,6.08,2018_2019
Tahith Chong,MUFC,nl,20,Midfielder,185,75,0(2),37,-,-,-,-,1,80,-,-,-,-,-,-,0.5,-,-,-,-,0.5,1,-,0.5,0.5,7.5,-,-,-,6.07,2018_2019
James Garner,MUFC,eng,19,M(C),186,78,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,6.00,2018_2019
Alexis Sánchez,MUFC,cl,31,"M(CLR),FW",169,62,12,1048,2,3,1,-,1.6,76.1,0.5,4,1.8,1.4,0.8,-,-,1.9,-,-,2.2,3.7,2.6,0.8,2.9,2.7,48.5,0.7,1.9,0.3,7.55,2017_2018
Paul Pogba,MUFC,fr,27,M(C),191,84,25(2),2151,6,10,5,1,2.8,85.3,1.9,4,1.2,0.8,1.6,-,0.9,1,-,-,1.4,2.8,1.9,0.1,1.5,2.1,63.7,0.1,4.1,0.2,7.48,2017_2018
Sergio Romero,MUFC,ar,33,GK,192,87,1,90,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,6,-,7.34,2017_2018
Romelu Lukaku,MUFC,be,27,"AM(R),FW",190,94,33(1),2869,16,7,4,-,2.5,68.4,3.2,2,0.2,0.1,0.9,-,0.6,0.4,0.1,-,1,1,0.5,0.5,1.4,2.2,21.2,0.3,0.6,0.1,7.29,2017_2018
Chris Smalling,MUFC,eng,30,D(CR),194,81,28(1),2536,4,-,4,-,0.4,87.6,3.7,1,1.4,2.2,0.8,0.2,5.5,0.4,1,-,0.1,0.1,0.5,0.1,0.1,0.2,39.2,-,1.5,-,7.24,2017_2018
Phil Jones,MUFC,eng,28,"D(CR),DMC",180,71,23,1975,-,-,2,-,0.1,91.2,2.5,2,1.1,1.8,0.4,0.4,5.6,0.5,0.7,1,0.1,0.3,1,-,-,0.3,47.1,-,2.3,-,7.21,2017_2018
Nemanja Matic,MUFC,rs,32,DMC,194,85,35(1),3119,1,1,6,-,0.5,87.7,1.6,-,1.9,1.8,0.9,0.1,1.6,1.3,0.4,-,0.7,1.5,0.6,0.1,0.9,1,72.3,0.1,4.9,-,7.20,2017_2018
Ashley Young,MUFC,eng,35,"D(LR),M(LR)",175,65,28(2),2448,2,4,7,-,0.6,79.5,0.6,4,1.8,1.9,1,0.2,2.4,1,0.2,-,0.9,1,1.2,-,0.6,0.6,42.8,1.1,3.2,-,7.12,2017_2018
Luis Antonio Valencia,MUFC,ec,35,"D(R),M(R)",180,83,31,2743,3,1,7,-,0.5,85.3,0.7,-,1.8,1.5,1.2,0.1,1.9,0.6,0.2,-,0.7,0.9,0.6,0.1,0.6,0.6,51.7,0.5,2.4,-,7.07,2017_2018
Eric Bailly,MUFC,ci,26,D(CR),187,77,11(2),1000,1,-,2,-,0.2,86.2,1.3,-,1.3,1.9,0.8,0.6,4.3,0.5,0.5,1,0.2,0.3,0.7,-,0.4,0.1,32.8,-,1.4,0.1,7.03,2017_2018
Henrikh Mkhitaryan,MUFC,am,31,"M(CLR),FW",177,75,11(4),931,1,5,2,-,1,82.5,0.6,1,1,0.5,0.7,-,0.1,1.3,-,-,1.9,0.9,0.8,0.1,1.5,1.6,35.4,0.7,0.9,0.3,6.96,2017_2018
Marouane Fellaini,MUFC,be,32,M(C),194,85,5(11),613,4,-,1,-,0.6,85.2,2.4,2,0.9,0.9,0.8,-,1.1,0.6,0.2,-,0.3,0.3,0.8,0.2,0.8,0.8,24.6,-,0.7,-,6.94,2017_2018
Anthony Martial,MUFC,fr,24,"AM(LR),FW",181,76,18(12),1584,9,5,1,-,1.6,81.9,0.5,-,0.5,0.1,0.6,-,0.2,0.3,-,-,1.1,1.4,0.9,0.3,1.8,1.8,24.4,0.2,0.4,-,6.87,2017_2018
Juan Mata,MUFC,es,32,AM(CLR),170,63,23(5),1933,3,5,1,-,1,86.7,0.1,1,0.6,0.5,0.4,-,0.3,0.8,-,-,1.8,0.6,0.7,0.6,0.7,0.9,43.4,1.1,1.9,-,6.87,2017_2018
Luke Shaw,MUFC,eng,25,"D(CL),M(L)",185,75,8(3),789,-,-,2,-,1.1,84.9,1.5,-,1.6,0.4,0.4,-,1.7,0.6,0.2,-,0.8,0.5,0.7,-,0.4,0.9,43.4,-,0.7,-,6.86,2017_2018
Daley Blind,MUFC,nl,30,"D(CL),DMC,M(L)",180,72,4(3),361,-,-,-,-,0.4,85.3,1.1,-,0.9,1,0.6,-,1.7,0.7,-,-,0.6,0.1,0.6,-,0.4,0.6,32,1.3,1.6,-,6.84,2017_2018
David de Gea,MUFC,es,29,GK,192,76,37,3330,-,-,-,-,-,57.5,0.1,2,-,-,-,-,0.4,-,-,-,-,-,0.1,-,-,-,25.5,-,7,-,6.83,2017_2018
Jesse Lingard,MUFC,eng,27,AM(CLR),175,62,20(13),1823,8,5,2,-,1.7,87.8,0.2,1,0.9,0.3,1,-,0.3,0.7,0.1,-,0.8,0.8,1.1,0.1,0.6,1.5,28.2,0.2,0.6,-,6.82,2017_2018
Marcus Rashford,MUFC,eng,23,"AM(CLR),FW",180,70,17(18),1810,7,5,3,-,1.7,78.3,0.5,1,0.4,0.2,0.6,-,0.4,0.3,-,-,0.6,1.3,0.5,0.3,0.9,1.3,16.5,0.3,0.5,0.1,6.76,2017_2018
Michael Carrick,MUFC,eng,39,"D(C),M(C)",188,74,1(1),109,-,-,-,-,1,84.8,-,-,0.5,0.5,0.5,-,1.5,0.5,-,-,0.5,1,0.5,-,1,-,49.5,-,6,0.5,6.67,2017_2018
Victor Lindelöf,MUFC,se,26,D(CR),187,80,13(4),1284,-,-,1,-,0.1,90.8,1.3,-,1,0.8,0.6,0.5,3.8,0.3,0.6,-,0.1,0.2,0.5,-,0.1,0.2,44.2,-,1.8,-,6.66,2017_2018
Marcos Rojo,MUFC,ar,30,D(CL),187,85,8(1),642,-,-,6,-,0.6,81.6,1.8,-,0.8,0.8,0.9,0.2,6,0.8,0.7,-,0.2,0.4,0.4,-,0.1,0.1,39.8,-,2.1,-,6.65,2017_2018
Matteo Darmian,MUFC,it,30,"D(CLR),M(LR)",182,70,5(3),444,-,-,-,-,0.3,83.6,0.8,1,2,0.9,0.6,0.3,2.8,1.6,0.4,-,0.1,0.1,0.1,-,0.3,0.4,24.4,-,1.1,-,6.61,2017_2018
Ander Herrera,MUFC,es,31,M(C),182,71,13(13),1262,-,2,5,-,0.5,87.6,0.3,-,2.2,1.3,1.1,-,0.8,1.9,0.2,-,0.4,0.4,1.1,0.1,0.6,0.5,40.1,-,1.5,0.1,6.60,2017_2018
Scott McTominay,MUFC,sct,23,"D(C),DMC",193,88,7(6),630,-,-,2,-,0.1,88,0.9,-,0.8,1,0.5,0.1,0.7,0.6,-,-,0.2,0.4,1.2,-,0.8,0.5,26.4,-,0.9,-,6.48,2017_2018
Zlatan Ibrahimovic,MUFC,se,39,FW,195,95,1(4),103,-,-,-,-,0.8,76.3,1,-,0.4,-,0.2,-,0.2,0.2,-,-,0.4,-,0.2,0.4,0.4,0.2,15.2,0.2,0.6,-,6.20,2017_2018
Axel Tuanzebe,MUFC,eng,22,D(CR),182,75,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,2017_2018
Josh Harrop,MUFC,eng,24,AM(CL),177,71,1,90,1,-,-,-,2,97.6,-,1,6,-,4,-,1,2,-,-,1,1,1,-,1,3,41,1,-,-,8.34,2016_2017
Sergio Romero,MUFC,ar,33,GK,192,87,2,180,-,-,-,-,-,71.7,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,23,-,13,-,8.17,2016_2017
Demetri Mitchell,MUFC,eng,23,D(L),181,71,1,90,-,-,-,-,-,86,-,-,5,3,-,-,2,1,-,-,2,2,2,-,1,3,50,1,1,1,8.15,2016_2017
Paul Pogba,MUFC,fr,27,M(C),191,84,29(1),2610,5,4,7,-,3.1,85.1,2.8,4,1.8,1,2.1,0.1,1.4,1,0.1,-,1.9,2.4,2.4,0.1,1.8,2.6,72.6,0.2,5.4,0.4,7.72,2016_2017
Zlatan Ibrahimovic,MUFC,se,39,FW,195,95,27(1),2437,17,5,7,-,4.1,73.6,3,5,0.4,0.4,1.9,-,0.8,0.5,-,-,1.7,0.6,0.7,1.3,1.4,2,37.3,0.1,1.4,0.3,7.41,2016_2017
Ander Herrera,MUFC,es,31,M(C),182,71,27(4),2467,1,6,5,1,1.2,87.6,0.9,5,2.7,2.6,1.5,-,1.6,2.1,0.2,-,1.2,1,1.5,-,0.6,0.6,67.4,0.6,3.7,0.2,7.36,2016_2017
Luis Antonio Valencia,MUFC,ec,35,"D(R),M(R)",180,83,27(1),2483,1,3,5,-,0.3,85.8,0.8,-,2.4,1.5,1.2,0.1,2.1,0.4,0.3,-,1.1,1.3,0.6,0.3,0.5,0.8,48.9,1.5,1.8,-,7.24,2016_2017
Eric Bailly,MUFC,ci,26,D(CR),187,77,24(1),2060,-,-,4,-,0.2,85.5,1.5,-,2.4,2.4,1.1,0.8,5,0.5,0.6,-,-,0.6,1,-,0.3,0.6,35,-,2.4,-,7.23,2016_2017
Daley Blind,MUFC,nl,30,"D(CL),DMC,M(L)",180,72,20(3),1830,1,2,2,-,0.4,85.9,1.1,-,2,1.9,0.6,0.2,4.7,0.7,0.4,-,1.2,0.3,0.6,-,0.2,0.3,45.2,1,2.9,-,7.23,2016_2017
Phil Jones,MUFC,eng,28,"D(CR),DMC",180,71,18,1585,-,-,2,-,0.2,89.3,2.6,-,1.9,1.6,0.5,0.2,7.6,0.2,0.9,-,0.1,0.3,0.6,-,0.2,0.1,44.1,-,2.4,-,7.21,2016_2017
Marcos Rojo,MUFC,ar,30,D(CL),187,85,18(3),1661,1,-,5,-,0.7,86,2.2,-,1.4,1.6,1.1,0.2,6.8,0.5,0.3,-,0.2,0.5,0.5,-,0.1,0.2,45.3,0.1,3.2,-,7.16,2016_2017
Juan Mata,MUFC,es,32,AM(CLR),170,63,19(6),1628,6,3,3,-,1.6,89.7,0.2,1,0.8,0.4,0.4,-,0.3,0.9,-,1,1.8,0.6,0.6,0.4,0.6,0.7,39.6,1,1.8,0.1,6.98,2016_2017
