Name,Position,Team,Salary,Season
Jairo Riedewald,Defender,CP,"£2,860,000",2018_2019
Andros Townsend,Forward,CP,"£2,860,000",2018_2019
Patrick Van Aanholt,Defender,CP,"£2,860,000",2018_2019
Oumar Niasse,Forward,EFC,"£2,860,000",2018_2019
Luciano Vietto,Forward,FFC,"£2,860,000",2018_2019
Demarai Gray,Forward,LC,"£2,860,000",2018_2019
Vicente Iborra,Midfielder,LC,"£2,860,000",2018_2019
James Maddison,Midfielder,LC,"£2,860,000",2018_2019
Simon Mignolet,Goalkeeper,LFC,"£2,860,000",2018_2019
Darren Fletcher,Midfielder,SCFC,"£2,860,000",2018_2019
Ryan Shawcross,Defender,SCFC,"£2,860,000",2018_2019
Kieran Gibbs,Defender,WBAFC,"£2,860,000",2018_2019
Pedro Obiang,Midfielder,WHUFC,"£2,860,000",2018_2019
Yoshinori Muto,Forward,NUFC,"£2,808,000",2018_2019
Jefferson Lerma,Midfielder,BOU,"£2,600,000",2018_2019
Calum Chambers (on loan from ),Defender,AFC,"£2,600,000",2018_2019
Mohamed Elneny,Midfielder,AFC,"£2,600,000",2018_2019
Alex Iwobi,Forward,AFC,"£2,600,000",2018_2019
Pascal Gross,Midfielder,BHA,"£2,600,000",2018_2019
Alireza Jahanbakhsh,Forward,BHA,"£2,600,000",2018_2019
Martin Montoya,Defender,BHA,"£2,600,000",2018_2019
James Tarkowski,Defender,BFC,"£2,600,000",2018_2019
Chris Wood,Forward,BFC,"£2,600,000",2018_2019
James Tomkins,Defender,CP,"£2,600,000",2018_2019
Phil Jagielka,Defender,EFC,"£2,600,000",2018_2019
James McCarthy,Midfielder,EFC,"£2,600,000",2018_2019
Aaron Mooy,Midfielder,HUD,"£2,600,000",2018_2019
Christian Fuchs,Defender,LC,"£2,600,000",2018_2019
Nampalys Mendy,Midfielder,LC,"£2,600,000",2018_2019
Andrew Robertson,Defender,LFC,"£2,600,000",2018_2019
Stuart Armstrong,Midfielder,SFC,"£2,600,000",2018_2019
Pierre-Emile Hojbjerg,Midfielder,SFC,"£2,600,000",2018_2019
Alex McCarthy,Goalkeeper,SFC,"£2,600,000",2018_2019
Maya Yoshida,Defender,SFC,"£2,600,000",2018_2019
Joe Allen,Midfielder,SCFC,"£2,600,000",2018_2019
Giannelli Imbula,Midfielder,SCFC,"£2,600,000",2018_2019
Harry Winks,Midfielder,THFC,"£2,600,000",2018_2019
Tom Cleverley,Midfielder,WAT,"£2,600,000",2018_2019
Aaron Cresswell,Defender,WHUFC,"£2,600,000",2018_2019
Mark Noble,Midfielder,WHUFC,"£2,600,000",2018_2019
Adrian San Miguel del Castillo,Goalkeeper,WHUFC,"£2,600,000",2018_2019
Carlos Sanchez,Midfielder,WHUFC,"£2,600,000",2018_2019
Ruben Neves,Midfielder,WWFC,"£2,600,000",2018_2019
Jack Stephens,Defender,SFC,"£2,496,000",2018_2019
Bojan Krkic,Midfielder,SCFC,"£2,496,000",2018_2019
Jake Livermore,Midfielder,WBAFC,"£2,392,000",2018_2019
Steve Cook,Defender,BOU,"£2,340,000",2018_2019
Joshua King,Forward,BOU,"£2,340,000",2018_2019
Carl Jenkinson,Defender,AFC,"£2,340,000",2018_2019
Lewis Dunk,Defender,BHA,"£2,340,000",2018_2019
Jose Izquierdo,Forward,BHA,"£2,340,000",2018_2019
Davy Propper,Midfielder,BHA,"£2,340,000",2018_2019
Steven Defour,Midfielder,BFC,"£2,340,000",2018_2019
Joe Hart,Goalkeeper,BFC,"£2,340,000",2018_2019
Fabricio Agosto Ramírez,Goalkeeper,FFC,"£2,340,000",2018_2019
Sergio Rico,Goalkeeper,FFC,"£2,340,000",2018_2019
Marc Albrighton,Midfielder,LC,"£2,340,000",2018_2019
Richad Ghezzal,Midfielder,LC,"£2,340,000",2018_2019
Danny Simpson,Defender,LC,"£2,340,000",2018_2019
Caglar Soyuncu,Defender,LC,"£2,340,000",2018_2019
Matteo Darmian,Defender,MUFC,"£2,340,000",2018_2019
Mohamed Diame,Midfielder,NUFC,"£2,340,000",2018_2019
Ayoze Perez,Forward,NUFC,"£2,340,000",2018_2019
Matt Ritchie,Midfielder,NUFC,"£2,340,000",2018_2019
Daryl Janmaat,Defender,WAT,"£2,340,000",2018_2019
Roberto Pereyra,Midfielder,WAT,"£2,340,000",2018_2019
Sebastian Prodl,Defender,WAT,"£2,340,000",2018_2019
Chris Brunt,Midfielder,WBAFC,"£2,340,000",2018_2019
Diogo Jota,Forward,WWFC,"£2,340,000",2018_2019
James Ward-Prowse,Midfielder,SFC,"£2,253,333",2018_2019
Federico Fernandez,Defender,NUFC,"£2,236,000",2018_2019
Adama Traore,Midfielder,WWFC,"£2,236,000",2018_2019
Tom Heaton,Goalkeeper,BFC,"£2,200,000",2018_2019
Raul Jimenez,Forward,WWFC,"£2,132,000",2018_2019
Jurgen Locadia,Forward,BHA,"£2,106,000",2018_2019
Nathan Ake,Defender,BOU,"£2,080,000",2018_2019
Matteo Guendouzi,Midfielder,AFC,"£2,080,000",2018_2019
Henri Lansbury,Midfielder,AVFC,"£2,080,000",2018_2019
Florin Andone,Forward,BHA,"£2,080,000",2018_2019
Shane Duffy,Defender,BHA,"£2,080,000",2018_2019
Ashley Barnes,Forward,BFC,"£2,080,000",2018_2019
Ben Gibson,Defender,BFC,"£2,080,000",2018_2019
Willy Caballero,Goalkeeper,CFC,"£2,080,000",2018_2019
Kurt Zouma (on loan from ),Defender,CFC,"£2,080,000",2018_2019
Wayne Hennessey,Goalkeeper,CP,"£2,080,000",2018_2019
Tom Cairney,Midfielder,FFC,"£2,080,000",2018_2019
Yohan Benalouane,Defender,LC,"£2,080,000",2018_2019
Andy King,Midfielder,LC,"£2,080,000",2018_2019
Alberto Moreno,Defender,LFC,"£2,080,000",2018_2019
Joselu Mato,Forward,NUFC,"£2,080,000",2018_2019
Fabian Schar,Defender,NUFC,"£2,080,000",2018_2019
Ki Sung-yueng,Midfielder,NUFC,"£2,080,000",2018_2019
Sam Gallagher,Forward,SFC,"£2,080,000",2018_2019
Angus Gunn,Goalkeeper,SFC,"£2,080,000",2018_2019
Peter Crouch,Forward,SCFC,"£2,080,000",2018_2019
Michel Vorm,Goalkeeper,THFC,"£2,080,000",2018_2019
Étienne Capoue,Midfielder,WAT,"£2,080,000",2018_2019
Craig Dawson,Defender,WBAFC,"£2,080,000",2018_2019
Matt Phillips,Midfielder,WBAFC,"£2,080,000",2018_2019
Fabian Balbuena,Defender,WHUFC,"£2,080,000",2018_2019
Ryan Fredericks,Midfielder,WHUFC,"£2,080,000",2018_2019
Arthur Masuaku,Defender,WHUFC,"£2,080,000",2018_2019
Robert Snodgrass,Midfielder,WHUFC,"£2,080,000",2018_2019
Jack Cork,Midfielder,BFC,"£1,976,000",2018_2019
Philippe Sandler,Defender,MCFC,"£1,976,000",2018_2019
Martin Dubravka,Goalkeeper,NUFC,"£1,976,000",2018_2019
Florian Lejeune,Defender,NUFC,"£1,976,000",2018_2019
Erik Pieters,Defender,SCFC,"£1,976,000",2018_2019
Leander Dendoncker,Midfielder,WWFC,"£1,972,000",2018_2019
Jonny Castro,Defender,WWFC,"£1,907,000",2018_2019
Ainsley Maitland-Niles,Midfielder,AFC,"£1,820,000",2018_2019
Jonathan Kodjia,Forward,AVFC,"£1,820,000",2018_2019
Anthony Knockaert,Forward,BHA,"£1,820,000",2018_2019
Mathew Ryan,Goalkeeper,BHA,"£1,820,000",2018_2019
Robbie Brady,Midfielder,BFC,"£1,820,000",2018_2019
Jeff Hendrick,Midfielder,BFC,"£1,820,000",2018_2019
Aaron Lennon,Forward,BFC,"£1,820,000",2018_2019
Nick Pope,Goalkeeper,BFC,"£1,820,000",2018_2019
Matej Vydra,Forward,BFC,"£1,820,000",2018_2019
Ruben Loftus-Cheek,Midfielder,CFC,"£1,820,000",2018_2019
Jason Puncheon,Midfielder,CP,"£1,820,000",2018_2019
Joel Ward,Defender,CP,"£1,820,000",2018_2019
Marcus Bettinelli,Goalkeeper,FFC,"£1,820,000",2018_2019
Laurent Depoitre,Forward,HUD,"£1,820,000",2018_2019
Erik Durm,Defender,HUD,"£1,820,000",2018_2019
Terence Kongolo,Defender,HUD,"£1,820,000",2018_2019
Steve Mounie,Forward,HUD,"£1,820,000",2018_2019
Patrick Bamford,Forward,LUFC,"£1,820,000",2018_2019
Shinji Okazaki,Forward,LC,"£1,820,000",2018_2019
Lazar Markovic,Forward,LFC,"£1,820,000",2018_2019
Ciaran Clark,Defender,NUFC,"£1,820,000",2018_2019
Paul Dummett,Defender,NUFC,"£1,820,000",2018_2019
Javier Manquillo,Defender,NUFC,"£1,820,000",2018_2019
Matt Targett,Defender,SFC,"£1,820,000",2018_2019
Jack Butland,Goalkeeper,SCFC,"£1,820,000",2018_2019
Nathaniel Chalobah,Midfielder,WAT,"£1,820,000",2018_2019
Heurelho Gomes,Goalkeeper,WAT,"£1,820,000",2018_2019
Younes Kaboul,Defender,WAT,"£1,820,000",2018_2019
Stefano Okaka,Forward,WAT,"£1,820,000",2018_2019
Allan-Romeo Nyom,Defender,WBAFC,"£1,820,000",2018_2019
Leo Bonatini,Forward,WWFC,"£1,820,000",2018_2019
John Ruddy,Goalkeeper,WWFC,"£1,820,000",2018_2019
Jamaal Lascelles,Defender,NUFC,"£1,782,857",2018_2019
Vincent Janssen,Forward,THFC,"£1,768,000",2018_2019
Mathias Jorgensen,Defender,HUD,"£1,716,000",2018_2019
Marc Muniesa,Defender,SCFC,"£1,716,000",2018_2019
Marcus Rashford,Forward,MUFC,"£1,690,000",2018_2019
Sam Johnstone,Goalkeeper,WBAFC,"£1,690,000",2018_2019
Helder Costa,Forward,WWFC,"£1,690,000",2018_2019
Kiko Casilla,Goalkeeper,LUFC,"£1,670,000",2018_2019
Ezequiel Schelotto,Defender,BHA,"£1,664,000",2018_2019
Alfie Mawson,Defender,FFC,"£1,664,000",2018_2019
Ashley Westwood,Midfielder,BFC,"£1,612,000",2018_2019
Yuning Zhang,Forward,WBAFC,"£1,612,000",2018_2019
James Chester,Defender,AVFC,"£1,560,000",2018_2019
Solly March,Midfielder,BHA,"£1,560,000",2018_2019
Glenn Murray,Forward,BHA,"£1,560,000",2018_2019
Dale Stephens,Midfielder,BHA,"£1,560,000",2018_2019
Johann Berg Gudmundsson,Midfielder,BFC,"£1,560,000",2018_2019
Bobby Reid,Forward,CCFC,"£1,560,000",2018_2019
Alex Smithies,Goalkeeper,CCFC,"£1,560,000",2018_2019
Pape Souare,Defender,CP,"£1,560,000",2018_2019
Maarten Stekelenburg,Goalkeeper,EFC,"£1,560,000",2018_2019
Joe Bryan,Defender,FFC,"£1,560,000",2018_2019
Adama Diakhaby,Forward,HUD,"£1,560,000",2018_2019
Alex Pritchard,Midfielder,HUD,"£1,560,000",2018_2019
Daniel Williams,Midfielder,HUD,"£1,560,000",2018_2019
Joe Gomez,Defender,LFC,"£1,560,000",2018_2019
Tosin Adarabioyo (on loan from ),Defender,MCFC,"£1,560,000",2018_2019
Lee Grant,Goalkeeper,MUFC,"£1,560,000",2018_2019
Andreas Pereira,Midfielder,MUFC,"£1,560,000",2018_2019
Christian Atsu,Forward,NUFC,"£1,560,000",2018_2019
Deandre Yedlin,Defender,NUFC,"£1,560,000",2018_2019
Geoff Cameron,Defender,SCFC,"£1,560,000",2018_2019
Ben Foster,Goalkeeper,WAT,"£1,560,000",2018_2019
Jose Holebas,Defender,WAT,"£1,560,000",2018_2019
Will Hughes,Midfielder,WAT,"£1,560,000",2018_2019
Christian Kabasele,Defender,WAT,"£1,560,000",2018_2019
Isaac Success,Forward,WAT,"£1,560,000",2018_2019
Oliver Burke,Forward,WBAFC,"£1,560,000",2018_2019
Hal Robson-Kanu,Forward,WBAFC,"£1,560,000",2018_2019
Sam Byram (on loan from ),Defender,WHUFC,"£1,560,000",2018_2019
Ruben Vinagre,Defender,WWFC,"£1,560,000",2018_2019
Stephen Ward,Defender,BFC,"£1,456,000",2018_2019
Junior Hoilett,Forward,CCFC,"£1,456,000",2018_2019
Divock Origi,Forward,LFC,"£1,456,000",2018_2019
Adam Masina,Defender,WAT,"£1,456,000",2018_2019
Marco van Ginkel,Midfielder,CFC,"£1,450,000",2018_2019
Ivan Cavaleiro,Forward,WWFC,"£1,450,000",2018_2019
Tim Ream,Defender,FFC,"£1,404,000",2018_2019
Ramadan Sobhi,Forward,HUD,"£1,404,000",2018_2019
Ahmed Hegazy,Defender,WBAFC,"£1,378,000",2018_2019
Rob Holding,Defender,AFC,"£1,300,000",2018_2019
Ahmed Elmohamady,Midfielder,AVFC,"£1,300,000",2018_2019
Yves Bissouma,Midfielder,BHA,"£1,300,000",2018_2019
Bernardo Fernandes da Silva Junior,Midfielder,BHA,"£1,300,000",2018_2019
Beram Kayal,Midfielder,BHA,"£1,300,000",2018_2019
Phil Bardsley,Defender,BFC,"£1,300,000",2018_2019
Matthew Lowton,Defender,BFC,"£1,300,000",2018_2019
Charlie Taylor,Defender,BFC,"£1,300,000",2018_2019
Sean Morrison,Defender,CCFC,"£1,300,000",2018_2019
Josh Murphy,Forward,CCFC,"£1,300,000",2018_2019
Isaiah Brown,Forward,CFC,"£1,300,000",2018_2019
Robert Green,Goalkeeper,CFC,"£1,300,000",2018_2019
Robert Kenedy (on loan from ),Midfielder,CFC,"£1,300,000",2018_2019
Martin Kelly,Defender,CP,"£1,300,000",2018_2019
Julian Speroni,Goalkeeper,CP,"£1,300,000",2018_2019
Tom Davies,Midfielder,EFC,"£1,300,000",2018_2019
Mason Holgate,Defender,EFC,"£1,300,000",2018_2019
Maxime le Marchand,Defender,FFC,"£1,300,000",2018_2019
Elias Kachunga,Forward,HUD,"£1,300,000",2018_2019
Christopher Schindler,Defender,HUD,"£1,300,000",2018_2019
Matty James,Midfielder,LC,"£1,300,000",2018_2019
Dominic Solanke (on loan from ),Forward,LFC,"£1,300,000",2018_2019
Diogo Dalot,Midfielder,MUFC,"£1,300,000",2018_2019
Karl Darlow,Goalkeeper,NUFC,"£1,300,000",2018_2019
Rob Elliot,Goalkeeper,NUFC,"£1,300,000",2018_2019
Jacob Murphy,Forward,NUFC,"£1,300,000",2018_2019
Grant Hanley,Defender,NCFC,"£1,300,000",2018_2019
Ibrahim Afellay,Midfielder,SCFC,"£1,300,000",2018_2019
Miguel Britos,Defender,WAT,"£1,300,000",2018_2019
Joe Ralls,Midfielder,CCFC,"£1,275,000",2018_2019
Aron Gunnarsson,Midfielder,CCFC,"£1,250,000",2018_2019
Bruno Ecuele Manga,Defender,CCFC,"£1,248,000",2018_2019
Craig Cathcart,Defender,WAT,"£1,200,000",2018_2019
Brendan Galloway,Defender,EFC,"£1,196,000",2018_2019
Florent Hadergjonaj,Defender,HUD,"£1,196,000",2018_2019
Jonathan Hogg,Midfielder,HUD,"£1,196,000",2018_2019
Eldin Jakupovic,Goalkeeper,LC,"£1,196,000",2018_2019
Marc Navarro,Defender,WAT,"£1,196,000",2018_2019
Konstantinos Mavropanos,Defender,AFC,"£1,191,667",2018_2019
Callum Paterson,Defender,CCFC,"£1,170,000",2018_2019
Kevin McDonald,Midfielder,FFC,"£1,144,000",2018_2019
Isaac Hayden,Midfielder,NUFC,"£1,144,000",2018_2019
Romain Saiss,Midfielder,WWFC,"£1,144,000",2018_2019
Emiliano Martinez,Goalkeeper,AFC,"£1,126,667",2018_2019
Juan Foyth,Defender,THFC,"£1,118,000",2018_2019
Daniel Amartey,Midfielder,LC,"£1,092,000",2018_2019
Ademola Lookman,Forward,EFC,"£1,076,400",2018_2019
Orjan Nyland,Goalkeeper,AVFC,"£1,040,000",2018_2019
Gaetan Bong,Defender,BHA,"£1,040,000",2018_2019
Dominic Calvert-Lewin,Forward,EFC,"£1,040,000",2018_2019
Cyrus Christie,Defender,FFC,"£1,040,000",2018_2019
Chris Lowe,Defender,HUD,"£1,040,000",2018_2019
Tommy Smith,Defender,HUD,"£1,040,000",2018_2019
Adam Forshaw,Midfielder,LUFC,"£1,040,000",2018_2019
Danny Ward,Goalkeeper,LC,"£1,040,000",2018_2019
Oleksandr Zinchenko,Midfielder,MCFC,"£1,040,000",2018_2019
Jan Bednarek,Defender,SFC,"£1,040,000",2018_2019
Paulo Gazzaniga,Goalkeeper,THFC,"£1,040,000",2018_2019
Kyle Walker-Peters,Defender,THFC,"£1,040,000",2018_2019
Kiko Femenia,Defender,WAT,"£1,040,000",2018_2019
Ryan Bennett,Defender,WWFC,"£1,040,000",2018_2019
Joe Bennett,Defender,CCFC,"£1,015,000",2018_2019
Neil Etheridge,Goalkeeper,CCFC,"£1,015,000",2018_2019
Pablo Hernández,Midfielder,LUFC,"£988,000",2018_2019
Lee Peltier,Defender,CCFC,"£987,500",2018_2019
Matthew Connolly,Defender,CCFC,"£987,000",2018_2019
Greg Cunningham,Defender,CCFC,"£987,000",2018_2019
Nathaniel Mendez-Laing,Forward,CCFC,"£961,667",2018_2019
Danny Ward,Forward,CCFC,"£960,000",2018_2019
Leon Balogun,Defender,BHA,"£950,000",2018_2019
Alexander Sörloth,Forward,CP,"£936,000",2018_2019
Abdelhamid Sabiri,Midfielder,HUD,"£936,000",2018_2019
Rajiv van La Parra,Midfielder,HUD,"£936,000",2018_2019
Jake Hesketh,Midfielder,SFC,"£936,000",2018_2019
Sam Vokes,Forward,BFC,"£884,000",2018_2019
Juninho Bacuna,Midfielder,HUD,"£884,000",2018_2019
Kenneth Zohore,Forward,CCFC,"£858,000",2018_2019
Philip Heise,Defender,NCFC,"£842,000",2018_2019
Victor Camarasa,Midfielder,CCFC,"£840,000",2018_2019
David Button,Goalkeeper,BHA,"£833,333",2018_2019
Jason Steele,Goalkeeper,BHA,"£833,333",2018_2019
Kevin Long,Defender,BFC,"£832,000",2018_2019
Collin Quaner,Forward,HUD,"£832,000",2018_2019
Cameron Carter-Vickers (on loan from ),Defender,THFC,"£832,000",2018_2019
Reiss Nelson,Midfielder,AFC,"£780,000",2018_2019
Jonny Williams,Midfielder,CP,"£780,000",2018_2019
Kieran Dowell,Midfielder,EFC,"£780,000",2018_2019
Jonjoe Kenny,Defender,EFC,"£780,000",2018_2019
Philip Billing,Midfielder,HUD,"£780,000",2018_2019
Jo Gorenc-Stankovic,Defender,HUD,"£780,000",2018_2019
Ezgjan Alioski,Midfielder,LUFC,"£780,000",2018_2019
Fousseni Diabaté,Forward,LC,"£780,000",2018_2019
Timothy Fosu-Mensah (on loan from ),Defender,MUFC,"£780,000",2018_2019
Louis Thompson,Midfielder,NCFC,"£780,000",2018_2019
Oliver Norwood,Midfielder,SUFC,"£780,000",2018_2019
Richard Stearman,Defender,SUFC,"£780,000",2018_2019
Conor Coady,Defender,WWFC,"£780,000",2018_2019
Sol Bamba,Defender,CCFC,"£728,000",2018_2019
Aaron Wan-Bissaka,Defender,CP,"£702,000",2018_2019
Neeskens Kebano,Midfielder,FFC,"£700,000",2018_2019
Eunan O'Kane,Midfielder,LUFC,"£676,000",2018_2019
Alexander Tettey,Midfielder,NCFC,"£676,000",2018_2019
Jazz Richards,Defender,CCFC,"£675,000",2018_2019
Ibrahima Cissé,Midfielder,FFC,"£650,000",2018_2019
Aboubakar Kamara,Forward,FFC,"£650,000",2018_2019
Kadeem Harris,Midfielder,CCFC,"£625,000",2018_2019
Ben Hamer,Goalkeeper,HUD,"£624,000",2018_2019
Tren Alexander-Arnold,Defender,LFC,"£624,000",2018_2019
Phil Foden,Midfielder,MCFC,"£624,000",2018_2019
Mortiz Leitner,Midfielder,NCFC,"£624,000",2018_2019
Billy Sharp,Forward,SUFC,"£624,000",2018_2019
Brian Murphy,Goalkeeper,CCFC,"£545,000",2018_2019
James Bree,Defender,AVFC,"£520,000",2018_2019
Soufyan Ahannach,Forward,BHA,"£520,000",2018_2019
Wallace Oliveira,Defender,CFC,"£520,000",2018_2019
Stefan Johansen,Midfielder,FFC,"£520,000",2018_2019
Barry Douglas,Defender,LUFC,"£520,000",2018_2019
Rhian Brewster,Forward,LFC,"£520,000",2018_2019
Scott McTominay,Midfielder,MUFC,"£520,000",2018_2019
Kenny McLean,Midfielder,NCFC,"£520,000",2018_2019
Jack O'Connell,Defender,SUFC,"£520,000",2018_2019
Josh Tymon,Defender,SCFC,"£520,000",2018_2019
Matt Doherty,Defender,WWFC,"£520,000",2018_2019
Isaac Mbenza,Forward,HUD,"£483,600",2018_2019
Loic Damour,Midfielder,CCFC,"£468,000",2018_2019
Todd Kane (on loan from ),Defender,CFC,"£468,000",2018_2019
Achraf Lazaar,Defender,NUFC,"£468,000",2018_2019
Leon Clarke,Forward,SUFC,"£468,000",2018_2019
Denis Odoi,Defender,FFC,"£462,800",2018_2019
Neil Taylor,Defender,AVFC,"£416,000",2018_2019
Anders Lindegaard,Goalkeeper,BFC,"£416,000",2018_2019
Jamal Blackman,Goalkeeper,CFC,"£416,000",2018_2019
Beni Baningime,Midfielder,EFC,"£416,000",2018_2019
Tyias Browning,Defender,EFC,"£416,000",2018_2019
Floyd Ayité,Forward,FFC,"£416,000",2018_2019
Ryan Sessegnon,Midfielder,FFC,"£416,000",2018_2019
Hamza Choudhury,Midfielder,LC,"£416,000",2018_2019
Brahim Diaz,Midfielder,MCFC,"£416,000",2018_2019
Ben Marshall,Midfielder,NCFC,"£416,000",2018_2019
Teemu Pukki,Forward,NCFC,"£416,000",2018_2019
Mark Duffy,Midfielder,SUFC,"£416,000",2018_2019
John Fleck,Midfielder,SUFC,"£416,000",2018_2019
Sam Field,Midfielder,WBAFC,"£416,000",2018_2019
Kortney Hause,Defender,WWFC,"£416,000",2018_2019
Dominic Iorfa,Defender,WWFC,"£416,000",2018_2019
Ethan Ampadu,Midfielder,CFC,"£390,000",2018_2019
John Egan,Defender,SUFC,"£390,000",2018_2019
Jack Grealish,Midfielder,AVFC,"£364,000",2018_2019
Andre Green,Forward,AVFC,"£312,000",2018_2019
Matheus Pereira,Forward,WBAFC,"£312,000",2018_2019
Keinan Davis,Forward,AVFC,"£260,000",2018_2019
Adam Legzdins,Goalkeeper,BFC,"£260,000",2018_2019
Aleix Garcia,Midfielder,MCFC,"£260,000",2018_2019
Axel Tuanzebe (on loan from ),Defender,MUFC,"£260,000",2018_2019
Julien Ngoy,Forward,SCFC,"£260,000",2018_2019
Thibaud Verlinden,Midfielder,SCFC,"£260,000",2018_2019
Kieron Freeman,Defender,SUFC,"£234,000",2018_2019
Dennis Srbeny,Forward,NCFC,"£208,000",2018_2019
George Baldock,Defender,SUFC,"£208,000",2018_2019
John Lundstrom,Midfielder,SUFC,"£208,000",2018_2019
Enda Stevens,Defender,SUFC,"£208,000",2018_2019
Tyler Roberts,Midfielder,LUFC,"£182,000",2018_2019
Sullay Kaikai,Midfielder,CP,"£156,000",2018_2019
George Thomas,Forward,LC,"£156,000",2018_2019
Freddie Woodman,Goalkeeper,NUFC,"£156,000",2018_2019
Kean Bryan,Defender,SUFC,"£156,000",2018_2019
Harry Souttar,Defender,SCFC,"£156,000",2018_2019
Declan Rice,Midfielder,WHUFC,"£156,000",2018_2019
Ethan Ebanks-Landell,Defender,WWFC,"£156,000",2018_2019
Will Norris,Goalkeeper,WWFC,"£156,000",2018_2019
Josh Knight,Defender,LC,"£104,000",2018_2019
Alex Palmer,Goalkeeper,WBAFC,"£104,000",2018_2019
Jonathan Leko,Midfielder,WBAFC,"£93,600",2018_2019
Morgan Gibbs-White,Midfielder,WWFC,"£78,000",2018_2019
Sam Hughes,Defender,LC,"£46,800",2018_2019
Jake Flannigan,Defender,SFC,"£41,600",2018_2019
Dan Agyei,Forward,BFC,"£36,400",2018_2019
Sean Longstaff,Midfielder,NUFC,"£36,000",2018_2019
Ryan Schofield,Goalkeeper,HUD,"£26,000",2018_2019
Gaetano Berardi,Defender,LUFC,£0,2018_2019
Nicolas Otamendi,Defender,MCFC,£0,2018_2019
Reece Oxford,Defender,WHUFC,£0,2018_2019
Willy Boly,Defender,WWFC,£0,2018_2019
David De Gea,Goalkeeper,MUFC,"£19,500,000",2019_2020
Kevin De Bruyne,Midfielder,MCFC,"£16,683,333",2019_2020
Raheem Sterling,Midfielder,MCFC,"£15,600,000",2019_2020
Paul Pogba,Midfielder,MUFC,"£15,080,000",2019_2020
Mesut Ozil,Midfielder,AFC,"£13,975,000",2019_2020
Anthony Martial,Forward,MUFC,"£13,000,000",2019_2020
Sergio Aguero,Forward,MCFC,"£11,967,000",2019_2020
Mohamed Salah,Forward,LFC,"£10,400,000",2019_2020
Marcus Rashford,Forward,MUFC,"£10,400,000",2019_2020
Harry Kane,Forward,THFC,"£10,400,000",2019_2020
Tanguy Ndombele,Midfielder,THFC,"£10,400,000",2019_2020
Alexandre Lacazette,Forward,AFC,"£9,466,673",2019_2020
Roberto Firmino,Forward,LFC,"£9,360,000",2019_2020
Virgil Van Dijk,Defender,LFC,"£8,580,000",2019_2020
Harry Maguire,Defender,MUFC,"£8,464,286",2019_2020
David Silva,Midfielder,MCFC,"£8,320,000",2019_2020
Juan Mata,Midfielder,MUFC,"£8,320,000",2019_2020
Pierre-Emerick Aubameyang,Forward,AFC,"£8,190,000",2019_2020
Bruno Fernandes,Midfielder,MUFC,"£8,022,857",2019_2020
Kepa Arrizabalaga,Goalkeeper,CFC,"£7,800,000",2019_2020
Fernandinho Luis Roza,Midfielder,MCFC,"£7,800,000",2019_2020
Bernardo Silva,Midfielder,MCFC,"£7,800,000",2019_2020
Christian Pulisic,Forward,CFC,"£7,562,500",2019_2020
César Azpilicueta,Defender,CFC,"£7,540,000",2019_2020
N'Golo Kante,Midfielder,CFC,"£7,500,000",2019_2020
Nicolas Pepe,Forward,AFC,"£7,280,000",2019_2020
Jamie Vardy,Forward,LC,"£7,280,000",2019_2020
Jordan Henderson,Midfielder,LFC,"£7,280,000",2019_2020
James Milner,Midfielder,LFC,"£7,280,000",2019_2020
Ilkay Gundogan,Midfielder,MCFC,"£7,280,000",2019_2020
Heung-Min Son,Forward,THFC,"£7,280,000",2019_2020
Wilfried Zaha,Forward,CP,"£6,760,000",2019_2020
Kasper Schmeichel,Goalkeeper,LC,"£6,760,000",2019_2020
David Luiz,Defender,AFC,"£6,535,000",2019_2020
Max Meyer,Midfielder,CP,"£6,500,000",2019_2020
Rodrigo Hernández Cascante,Midfielder,MCFC,"£6,300,000",2019_2020
Willian da Silva,Midfielder,CFC,"£6,240,000",2019_2020
Christian Benteke,Forward,CP,"£6,240,000",2019_2020
Bernard Anicio Caldeira Duarte,Midfielder,EFC,"£6,240,000",2019_2020
Yerry Mina,Defender,EFC,"£6,240,000",2019_2020
Naby Keita,Midfielder,LFC,"£6,240,000",2019_2020
Alex Oxlade-Chamberlain,Midfielder,LFC,"£6,240,000",2019_2020
Aymeric Laporte,Defender,MCFC,"£6,240,000",2019_2020
Riyad Mahrez,Forward,MCFC,"£6,240,000",2019_2020
Luke Shaw,Defender,MUFC,"£6,240,000",2019_2020
Frederico de Paula Santos,Midfielder,MUFC,"£6,240,000",2019_2020
Victor Lindelof,Defender,MUFC,"£6,240,000",2019_2020
Nemanja Matic,Midfielder,MUFC,"£6,240,000",2019_2020
Conor Townsend,Defender,WBAFC,"£5,980,000",2019_2020
Andriy Yarmolenko,Forward,WHUFC,"£5,980,000",2019_2020
Andre Gomes,Midfielder,EFC,"£5,835,000",2019_2020
Hector Bellerin,Defender,AFC,"£5,720,000",2019_2020
Tiemoué Bakayoko,Midfielder,CFC,"£5,720,000",2019_2020
Jorge Luiz Frello Filho,Midfielder,CFC,"£5,720,000",2019_2020
Olivier Giroud,Forward,CFC,"£5,720,000",2019_2020
Kyle Walker,Defender,MCFC,"£5,720,000",2019_2020
André Schurrle,Forward,FFC,"£5,408,000",2019_2020
Jordan Pickford,Goalkeeper,EFC,"£5,208,333",2019_2020
Sead Kolasinac,Defender,AFC,"£5,200,000",2019_2020
